drone_id,x,y,z,time
Drone_5176,23.17,82.42,8.29,91
Drone_5177,75.79,51.27,11.8,23
Drone_5177,91.89,3.57,14.65,24
Drone_5177,16.34,62.36,1.49,25
Drone_5177,39.3,15.41,5.46,26
Drone_5177,28.29,61.77,13.08,27
Drone_5178,59.12,58.66,19.11,86
Drone_5178,81.9,84.12,8.42,87
Drone_5178,9.9,19.03,11.45,88
Drone_5178,75.45,63.33,16.57,89
Drone_5178,63.47,22.0,13.62,90
Drone_5179,73.74,54.57,0.37,48
Drone_5179,40.69,1.82,4.96,49
Drone_5179,44.18,23.66,15.56,50
Drone_5179,4.72,17.07,9.7,51
Drone_5179,43.28,41.64,6.61,52
Drone_5180,29.45,72.84,11.83,55
Drone_5180,68.1,73.48,5.88,56
Drone_5180,15.19,47.64,18.51,57
Drone_5180,82.0,56.56,7.31,58
Drone_5180,75.55,84.0,16.51,59
Drone_5181,86.29,56.45,13.18,32
Drone_5181,4.51,95.16,8.8,33
Drone_5181,59.79,59.88,3.59,34
Drone_5181,61.39,41.03,7.03,35
Drone_5181,98.3,42.38,9.12,36
Drone_5182,23.42,53.78,19.92,10
Drone_5182,19.55,71.07,15.74,11
Drone_5182,32.95,15.87,7.52,12
Drone_5182,25.52,19.27,19.37,13
Drone_5182,96.42,18.53,4.91,14
Drone_5183,93.6,55.95,1.93,17
Drone_5183,16.87,78.3,7.23,18
Drone_5183,86.06,70.4,19.17,19
Drone_5183,84.26,69.66,16.62,20
Drone_5183,73.32,51.13,5.77,21
Drone_5184,60.15,39.0,8.87,52
Drone_5184,85.06,11.52,9.95,53
Drone_5184,49.05,38.82,7.61,54
Drone_5184,0.28,87.42,16.74,55
Drone_5184,79.9,99.2,0.34,56
Drone_5185,64.1,37.46,6.35,61
Drone_5185,56.89,17.89,1.07,62
Drone_5185,63.25,40.49,1.37,63
Drone_5185,74.1,26.17,4.56,64
Drone_5185,73.16,3.81,9.56,65
Drone_5186,57.34,10.8,12.39,69
Drone_5186,54.3,10.99,13.06,70
Drone_5186,9.77,37.11,2.99,71
Drone_5186,21.01,67.12,19.23,72
Drone_5186,5.46,85.58,2.01,73
Drone_5187,74.34,4.96,12.69,35
Drone_5187,95.35,39.74,10.3,36
Drone_5187,63.4,41.19,3.06,37
Drone_5187,84.36,49.82,7.31,38
Drone_5187,78.69,80.55,1.81,39
Drone_5188,0.73,36.92,12.28,31
Drone_5188,67.41,54.92,4.2,32
Drone_5188,26.38,98.26,1.98,33
Drone_5188,7.82,0.15,19.36,34
Drone_5188,75.74,54.21,12.74,35
Drone_5189,43.77,50.19,15.87,9
Drone_5189,95.49,70.11,17.27,10
Drone_5189,51.34,43.82,8.27,11
Drone_5189,80.18,85.1,0.24,12
Drone_5189,65.92,63.83,13.28,13
Drone_5190,61.5,7.92,8.36,88
Drone_5190,84.93,44.08,5.39,89
Drone_5190,72.84,23.36,15.43,90
Drone_5190,86.96,58.45,16.28,91
Drone_5190,26.52,26.14,8.33,92
Drone_5191,30.67,31.22,10.56,100
Drone_5191,62.05,81.14,19.92,101
Drone_5191,18.22,53.74,5.79,102
Drone_5191,88.87,90.61,12.61,103
Drone_5191,2.47,45.64,2.97,104
Drone_5192,2.04,7.65,19.02,48
Drone_5192,71.92,26.07,0.14,49
Drone_5192,42.42,80.24,19.97,50
Drone_5192,41.55,57.88,17.36,51
Drone_5192,6.34,99.43,15.3,52
Drone_5193,60.52,87.2,16.03,82
Drone_5193,5.51,59.62,9.6,83
Drone_5193,31.87,24.15,5.41,84
Drone_5193,0.2,44.36,5.06,85
Drone_5193,14.54,3.7,1.76,86
Drone_5194,63.59,0.75,5.05,99
Drone_5194,33.98,51.22,6.68,100
Drone_5194,74.88,89.87,0.32,101
Drone_5194,17.49,77.85,8.43,102
Drone_5194,43.6,39.73,2.71,103
Drone_5195,15.86,93.76,8.29,20
Drone_5195,28.95,39.69,12.6,21
Drone_5195,17.48,43.35,2.09,22
Drone_5195,75.35,2.72,6.63,23
Drone_5195,35.74,44.39,2.88,24
Drone_5196,3.49,12.93,6.05,95
Drone_5196,75.91,48.19,19.42,96
Drone_5196,73.01,41.12,10.74,97
Drone_5196,29.22,51.36,10.01,98
Drone_5196,55.67,16.41,5.8,99
Drone_5197,33.18,72.12,4.07,48
Drone_5197,97.22,62.32,17.04,49
Drone_5197,61.51,54.64,15.82,50
Drone_5197,28.55,5.22,14.04,51
Drone_5197,25.26,13.2,7.36,52
Drone_5198,29.39,79.19,19.88,55
Drone_5198,7.55,2.81,2.6,56
Drone_5198,0.67,23.84,11.5,57
Drone_5198,38.56,83.27,19.55,58
Drone_5198,3.07,69.93,0.37,59
Drone_5199,71.58,46.44,14.24,10
Drone_5199,1.84,72.08,15.33,11
Drone_5199,15.7,75.11,19.08,12
Drone_5199,60.28,60.62,9.81,13
Drone_5199,63.69,9.37,2.89,14
Drone_5200,59.15,45.84,9.72,20
Drone_5200,43.22,3.3,16.0,21
Drone_5200,84.46,50.06,14.92,22
Drone_5200,79.45,89.69,18.02,23
Drone_5200,20.93,51.73,9.03,24
Drone_5201,56.07,64.42,4.99,35
Drone_5201,36.72,78.75,10.38,36
Drone_5201,54.07,36.63,17.43,37
Drone_5201,65.38,82.82,8.7,38
Drone_5201,85.55,73.13,8.35,39
Drone_5202,79.13,5.9,0.67,21
Drone_5202,43.62,4.14,19.38,22
Drone_5202,11.07,81.24,17.03,23
Drone_5202,78.11,45.47,12.49,24
Drone_5202,70.32,5.67,19.2,25
Drone_5203,85.87,24.87,1.72,73
Drone_5203,27.79,93.43,17.41,74
Drone_5203,24.62,69.01,10.12,75
Drone_5203,30.74,91.47,11.25,76
Drone_5203,27.47,80.74,1.06,77
Drone_5204,55.43,48.92,11.89,41
Drone_5204,21.37,96.03,0.72,42
Drone_5204,49.03,69.16,9.08,43
Drone_5204,24.89,81.32,12.05,44
Drone_5204,32.1,19.66,10.88,45
Drone_5205,61.41,59.98,0.01,80
Drone_5205,23.72,79.32,8.08,81
Drone_5205,26.89,31.06,2.72,82
Drone_5205,68.62,52.41,14.65,83
Drone_5205,85.04,81.46,17.19,84
Drone_5206,43.92,19.05,3.18,45
Drone_5206,34.29,56.46,10.15,46
Drone_5206,39.56,93.38,6.84,47
Drone_5206,95.2,36.25,16.28,48
Drone_5206,16.79,68.79,0.5,49
Drone_5207,93.9,21.25,17.99,72
Drone_5207,90.24,2.74,13.22,73
Drone_5207,42.28,68.99,15.54,74
Drone_5207,51.75,14.22,13.97,75
Drone_5207,84.51,75.46,15.61,76
Drone_5208,63.28,71.74,4.58,54
Drone_5208,81.08,82.08,3.78,55
Drone_5208,75.66,80.94,16.95,56
Drone_5208,85.48,84.18,3.27,57
Drone_5208,76.0,93.74,16.27,58
Drone_5209,3.49,81.81,5.74,94
Drone_5209,98.95,23.45,11.79,95
Drone_5209,37.06,90.95,8.89,96
Drone_5209,78.5,45.13,8.72,97
Drone_5209,42.35,99.37,7.65,98
Drone_5210,25.4,27.53,13.76,70
Drone_5210,83.31,18.32,15.01,71
Drone_5210,33.41,84.56,15.16,72
Drone_5210,42.22,80.03,10.58,73
Drone_5210,80.75,3.59,4.55,74
Drone_5211,53.87,59.94,18.98,93
Drone_5211,53.73,1.39,15.29,94
Drone_5211,17.99,47.33,15.72,95
Drone_5211,36.06,97.33,1.13,96
Drone_5211,79.55,93.39,18.29,97
Drone_5212,28.96,85.32,15.62,54
Drone_5212,8.3,59.26,10.95,55
Drone_5212,10.06,73.47,1.55,56
Drone_5212,27.82,93.32,3.46,57
Drone_5212,49.88,86.71,4.03,58
Drone_5213,86.8,25.75,14.58,98
Drone_5213,9.13,61.16,14.34,99
Drone_5213,89.55,33.34,16.41,100
Drone_5213,54.53,96.43,13.5,101
Drone_5213,7.43,0.69,12.89,102
Drone_5214,13.66,67.51,15.59,98
Drone_5214,62.55,11.12,13.53,99
Drone_5214,4.16,9.32,3.73,100
Drone_5214,81.57,37.0,11.0,101
Drone_5214,81.81,85.64,15.0,102
Drone_5215,11.65,58.02,18.88,94
Drone_5215,12.79,5.22,7.02,95
Drone_5215,1.02,76.16,17.27,96
Drone_5215,70.08,25.68,16.46,97
Drone_5215,73.46,31.6,4.37,98
Drone_5216,88.01,3.15,18.31,71
Drone_5216,84.26,75.83,10.1,72
Drone_5216,78.07,16.7,6.23,73
Drone_5216,61.28,47.21,16.33,74
Drone_5216,66.73,93.04,3.2,75
Drone_5217,16.1,30.5,16.97,78
Drone_5217,82.04,15.7,1.55,79
Drone_5217,2.77,54.24,7.67,80
Drone_5217,52.84,67.31,2.58,81
Drone_5217,77.67,44.48,16.94,82
Drone_5218,14.33,43.32,13.52,93
Drone_5218,44.39,64.65,4.69,94
Drone_5218,50.16,45.6,14.34,95
Drone_5218,56.09,67.86,16.86,96
Drone_5218,46.94,49.29,7.79,97
Drone_5219,43.65,59.16,19.81,91
Drone_5219,7.08,39.06,1.31,92
Drone_5219,10.26,8.12,9.96,93
Drone_5219,27.02,6.58,1.06,94
Drone_5219,18.99,43.45,18.58,95
Drone_5220,60.33,81.74,10.12,72
Drone_5220,79.43,78.66,10.42,73
Drone_5220,85.58,95.22,6.5,74
Drone_5220,51.78,54.44,16.09,75
Drone_5220,51.05,61.96,2.35,76
Drone_5221,58.47,45.76,7.14,73
Drone_5221,31.06,77.26,10.65,74
Drone_5221,33.31,97.54,7.01,75
Drone_5221,57.66,22.83,0.96,76
Drone_5221,84.13,86.49,6.75,77
Drone_5222,38.81,11.14,1.83,0
Drone_5222,59.08,65.59,12.51,1
Drone_5222,25.74,60.44,13.25,2
Drone_5222,66.36,73.3,3.66,3
Drone_5222,98.81,96.44,19.74,4
Drone_5223,80.99,58.68,6.25,31
Drone_5223,3.28,20.7,7.36,32
Drone_5223,98.08,66.07,18.48,33
Drone_5223,37.66,53.4,16.61,34
Drone_5223,89.63,63.54,17.61,35
Drone_5224,45.64,18.36,18.66,55
Drone_5224,8.24,79.74,9.63,56
Drone_5224,75.83,97.09,14.64,57
Drone_5224,26.5,65.07,8.5,58
Drone_5224,48.79,7.63,14.08,59
Drone_5225,21.76,86.44,10.09,25
Drone_5225,26.2,35.2,16.6,26
Drone_5225,93.2,41.13,16.5,27
Drone_5225,56.81,41.72,2.72,28
Drone_5225,38.02,24.16,4.59,29
Drone_5226,42.97,22.65,18.0,72
Drone_5226,94.66,44.57,12.13,73
Drone_5226,52.1,27.26,3.99,74
Drone_5226,99.7,29.48,13.63,75
Drone_5226,90.08,20.21,13.62,76
Drone_5227,62.51,66.41,0.31,29
Drone_5227,80.4,42.62,3.85,30
Drone_5227,90.8,23.46,10.61,31
Drone_5227,92.4,64.07,12.09,32
Drone_5227,37.25,51.82,0.8,33
Drone_5228,20.96,16.05,4.62,93
Drone_5228,63.86,70.33,8.36,94
Drone_5228,82.21,5.46,15.42,95
Drone_5228,67.22,73.06,13.61,96
Drone_5228,85.26,76.66,16.4,97
Drone_5229,80.51,95.73,0.21,14
Drone_5229,1.42,79.17,1.01,15
Drone_5229,56.48,96.75,3.46,16
Drone_5229,20.01,69.6,3.26,17
Drone_5229,92.63,54.49,0.1,18
Drone_5230,48.95,88.4,8.48,88
Drone_5230,1.66,65.09,4.54,89
Drone_5230,15.47,36.33,4.99,90
Drone_5230,45.16,66.99,19.27,91
Drone_5230,59.51,91.61,0.12,92
Drone_5231,42.11,94.93,11.72,42
Drone_5231,82.55,90.33,10.39,43
Drone_5231,46.32,57.92,6.37,44
Drone_5231,25.38,87.95,16.6,45
Drone_5231,91.77,60.44,8.0,46
Drone_5232,97.25,35.23,11.45,93
Drone_5232,70.14,9.55,11.65,94
Drone_5232,35.4,57.19,6.44,95
Drone_5232,92.96,74.5,13.14,96
Drone_5232,59.8,87.27,9.91,97
Drone_5233,37.36,78.56,2.44,78
Drone_5233,29.21,65.51,13.1,79
Drone_5233,68.12,80.23,19.1,80
Drone_5233,20.36,72.55,7.27,81
Drone_5233,33.33,66.39,14.08,82
Drone_5234,81.54,32.28,8.77,52
Drone_5234,47.38,36.15,7.85,53
Drone_5234,76.13,8.33,17.61,54
Drone_5234,58.82,55.0,6.79,55
Drone_5234,5.88,26.29,7.95,56
Drone_5235,7.3,93.39,4.46,48
Drone_5235,46.25,52.73,18.31,49
Drone_5235,16.57,76.19,18.99,50
Drone_5235,82.9,9.02,2.64,51
Drone_5235,42.15,55.65,17.6,52
Drone_5236,36.42,40.9,9.89,47
Drone_5236,55.53,32.66,15.58,48
Drone_5236,85.55,38.95,13.32,49
Drone_5236,3.25,17.65,18.54,50
Drone_5236,39.69,72.55,15.56,51
Drone_5237,13.3,20.49,7.6,91
Drone_5237,85.52,45.57,11.41,92
Drone_5237,21.6,32.66,16.81,93
Drone_5237,96.93,78.07,13.58,94
Drone_5237,49.15,95.74,11.32,95
Drone_5238,17.38,21.82,1.49,97
Drone_5238,69.74,12.93,9.2,98
Drone_5238,43.07,64.01,19.69,99
Drone_5238,11.23,41.65,13.07,100
Drone_5238,61.63,29.17,16.84,101
Drone_5239,55.28,24.1,3.38,69
Drone_5239,48.86,48.38,16.16,70
Drone_5239,8.25,72.24,7.28,71
Drone_5239,4.28,86.83,6.89,72
Drone_5239,75.35,37.15,5.23,73
Drone_5240,14.64,18.18,0.37,78
Drone_5240,65.25,95.68,2.66,79
Drone_5240,84.88,14.0,1.18,80
Drone_5240,26.78,99.56,1.76,81
Drone_5240,98.41,57.26,13.26,82
Drone_5241,28.44,17.67,9.13,68
Drone_5241,92.57,48.65,15.58,69
Drone_5241,24.61,6.73,8.33,70
Drone_5241,94.89,28.97,2.49,71
Drone_5241,34.0,45.64,1.23,72
Drone_5242,68.81,17.65,9.33,89
Drone_5242,93.58,36.85,6.51,90
Drone_5242,50.53,41.25,15.04,91
Drone_5242,63.3,66.79,7.99,92
Drone_5242,47.78,16.68,10.47,93
Drone_5243,95.83,85.76,10.58,17
Drone_5243,31.64,76.09,11.49,18
Drone_5243,37.81,32.24,19.49,19
Drone_5243,76.1,67.45,1.37,20
Drone_5243,8.16,74.53,2.18,21
Drone_5244,52.94,24.04,12.15,60
Drone_5244,21.48,56.91,15.17,61
Drone_5244,30.61,67.9,13.21,62
Drone_5244,0.28,96.74,11.97,63
Drone_5244,51.9,71.85,13.02,64
Drone_5245,10.85,67.33,9.12,58
Drone_5245,15.5,35.42,16.28,59
Drone_5245,83.49,89.76,1.53,60
Drone_5245,30.64,20.77,3.5,61
Drone_5245,25.83,52.48,14.42,62
Drone_5246,12.9,38.31,10.74,99
Drone_5246,86.81,38.0,9.74,100
Drone_5246,45.46,92.15,18.87,101
Drone_5246,35.02,22.25,4.37,102
Drone_5246,25.35,81.89,19.76,103
Drone_5247,0.04,28.89,1.05,69
Drone_5247,9.17,30.55,15.24,70
Drone_5247,13.24,34.39,13.29,71
Drone_5247,31.66,5.14,11.79,72
Drone_5247,87.11,62.26,12.36,73
Drone_5248,40.27,50.0,3.07,3
Drone_5248,19.54,37.02,5.25,4
Drone_5248,21.49,89.97,12.1,5
Drone_5248,41.57,80.95,17.81,6
Drone_5248,67.74,47.46,1.76,7
Drone_5249,21.18,50.31,19.92,90
Drone_5249,14.54,11.25,2.72,91
Drone_5249,98.98,67.4,10.03,92
Drone_5249,6.21,95.98,9.23,93
Drone_5249,65.08,3.47,5.97,94
Drone_5250,95.71,53.28,3.91,12
Drone_5250,60.39,46.19,12.93,13
Drone_5250,97.45,91.26,7.57,14
Drone_5250,3.09,43.16,16.74,15
Drone_5250,80.67,79.11,6.51,16
Drone_5251,85.63,58.53,13.36,5
Drone_5251,43.41,17.77,12.18,6
Drone_5251,58.25,72.23,14.93,7
Drone_5251,15.62,27.51,7.31,8
Drone_5251,30.99,29.47,17.28,9
Drone_5252,21.05,89.39,1.35,22
Drone_5252,84.4,41.69,1.96,23
Drone_5252,36.12,69.05,10.01,24
Drone_5252,26.88,24.26,16.44,25
Drone_5252,89.09,14.19,6.01,26
Drone_5253,51.02,21.25,4.47,37
Drone_5253,38.47,93.21,12.82,38
Drone_5253,24.08,93.21,18.3,39
Drone_5253,39.52,17.61,18.36,40
Drone_5253,60.55,44.35,6.93,41
Drone_5254,76.06,21.87,11.78,56
Drone_5254,68.67,94.91,5.99,57
Drone_5254,8.64,37.74,15.69,58
Drone_5254,51.06,95.1,5.95,59
Drone_5254,67.36,22.97,15.68,60
Drone_5255,73.12,6.07,14.32,6
Drone_5255,22.96,14.44,6.51,7
Drone_5255,4.83,36.51,0.76,8
Drone_5255,5.77,60.23,16.73,9
Drone_5255,76.17,26.05,10.37,10
Drone_5256,9.22,45.17,18.94,80
Drone_5256,10.15,65.56,12.79,81
Drone_5256,58.78,39.19,15.62,82
Drone_5256,24.47,28.29,17.4,83
Drone_5256,3.19,66.67,16.07,84
Drone_5257,46.31,75.19,13.52,15
Drone_5257,74.29,69.68,14.77,16
Drone_5257,29.45,56.55,12.96,17
Drone_5257,69.02,31.33,4.99,18
Drone_5257,21.6,66.09,10.26,19
Drone_5258,24.7,2.21,2.45,60
Drone_5258,61.47,73.26,14.65,61
Drone_5258,94.49,2.05,18.83,62
Drone_5258,46.08,68.25,17.33,63
Drone_5258,0.38,0.72,13.48,64
Drone_5259,34.42,92.78,6.26,72
Drone_5259,87.07,69.69,10.49,73
Drone_5259,27.01,19.44,4.79,74
Drone_5259,35.41,25.71,11.03,75
Drone_5259,5.75,95.52,11.31,76
Drone_5260,88.68,30.22,11.11,10
Drone_5260,33.93,59.82,12.7,11
Drone_5260,83.89,21.59,12.9,12
Drone_5260,45.75,17.68,7.41,13
Drone_5260,71.3,31.97,12.58,14
Drone_5261,28.23,49.69,10.14,48
Drone_5261,50.45,4.69,7.14,49
Drone_5261,11.46,5.03,10.45,50
Drone_5261,23.54,45.47,0.45,51
Drone_5261,41.36,59.97,15.74,52
Drone_5262,64.82,92.68,18.19,5
Drone_5262,49.82,1.63,7.78,6
Drone_5262,59.87,23.72,17.07,7
Drone_5262,32.67,77.18,8.28,8
Drone_5262,71.83,52.76,0.24,9
Drone_5263,8.11,17.16,16.29,49
Drone_5263,22.94,76.67,3.7,50
Drone_5263,38.02,83.83,18.4,51
Drone_5263,1.66,35.43,9.14,52
Drone_5263,29.3,82.02,10.76,53
Drone_5264,12.69,66.11,19.21,45
Drone_5264,43.43,99.71,17.03,46
Drone_5264,89.9,11.45,15.46,47
Drone_5264,67.04,40.59,8.05,48
Drone_5264,55.87,67.16,3.65,49
Drone_5265,99.7,59.75,15.71,16
Drone_5265,28.05,0.38,8.44,17
Drone_5265,59.98,10.65,13.52,18
Drone_5265,65.65,89.99,6.65,19
Drone_5265,52.84,6.4,14.7,20
Drone_5266,20.74,12.03,15.73,94
Drone_5266,95.72,72.4,15.09,95
Drone_5266,99.72,58.74,9.43,96
Drone_5266,76.3,59.16,2.35,97
Drone_5266,91.77,42.58,4.81,98
Drone_5267,14.74,20.21,7.35,25
Drone_5267,32.94,24.5,11.28,26
Drone_5267,49.1,92.48,7.81,27
Drone_5267,6.75,43.82,7.28,28
Drone_5267,28.24,4.44,4.16,29
Drone_5268,51.88,58.92,4.5,82
Drone_5268,25.14,37.03,15.83,83
Drone_5268,88.76,96.88,1.16,84
Drone_5268,19.59,58.93,19.89,85
Drone_5268,70.01,43.69,19.03,86
Drone_5269,28.5,62.93,18.54,29
Drone_5269,91.72,99.7,18.6,30
Drone_5269,16.31,1.28,19.01,31
Drone_5269,72.06,47.06,15.19,32
Drone_5269,34.49,18.47,14.52,33
Drone_5270,71.16,59.74,4.69,68
Drone_5270,82.72,25.99,14.78,69
Drone_5270,21.37,21.17,11.46,70
Drone_5270,94.32,60.15,13.51,71
Drone_5270,71.94,83.04,12.44,72
Drone_5271,18.96,76.36,16.15,56
Drone_5271,91.22,37.86,3.42,57
Drone_5271,55.18,39.14,2.98,58
Drone_5271,19.42,77.56,17.27,59
Drone_5271,54.06,74.53,6.34,60
Drone_5272,83.45,9.67,1.26,44
Drone_5272,75.47,39.9,7.01,45
Drone_5272,77.51,27.71,7.55,46
Drone_5272,73.38,18.89,4.58,47
Drone_5272,82.85,24.03,3.09,48
Drone_5273,58.46,35.99,10.3,50
Drone_5273,17.25,66.51,16.52,51
Drone_5273,37.22,80.12,17.86,52
Drone_5273,81.83,29.64,6.06,53
Drone_5273,45.31,33.28,17.26,54
Drone_5274,3.52,30.28,8.86,26
Drone_5274,21.21,20.7,0.05,27
Drone_5274,13.23,92.81,1.74,28
Drone_5274,82.58,10.19,6.69,29
Drone_5274,61.27,37.79,5.19,30
Drone_5275,28.62,69.77,2.11,17
Drone_5275,93.52,93.0,12.47,18
Drone_5275,38.24,43.64,15.92,19
Drone_5275,10.07,78.2,12.72,20
Drone_5275,65.91,84.15,12.9,21
Drone_5276,75.58,39.74,3.51,12
Drone_5276,85.45,6.38,11.6,13
Drone_5276,59.31,18.24,2.74,14
Drone_5276,38.68,59.53,13.84,15
Drone_5276,30.28,83.85,18.4,16
Drone_5277,13.35,45.12,10.44,92
Drone_5277,94.42,79.28,8.63,93
Drone_5277,81.69,63.79,18.95,94
Drone_5277,30.98,37.92,17.28,95
Drone_5277,78.05,90.67,2.33,96
Drone_5278,34.14,3.99,16.3,68
Drone_5278,36.63,45.74,1.81,69
Drone_5278,88.46,64.03,3.13,70
Drone_5278,11.96,65.79,19.01,71
Drone_5278,93.32,52.98,18.09,72
Drone_5279,31.58,39.16,4.56,26
Drone_5279,14.84,78.87,12.83,27
Drone_5279,98.29,54.83,15.88,28
Drone_5279,26.53,91.62,16.64,29
Drone_5279,32.39,63.35,19.35,30
Drone_5280,4.52,40.08,19.39,87
Drone_5280,94.92,4.42,18.14,88
Drone_5280,18.76,27.59,1.71,89
Drone_5280,24.2,94.2,11.55,90
Drone_5280,73.92,74.0,2.6,91
Drone_5281,43.36,58.95,5.99,96
Drone_5281,30.86,45.38,18.54,97
Drone_5281,82.39,25.33,13.84,98
Drone_5281,71.68,86.79,1.84,99
Drone_5281,40.61,75.64,18.21,100
Drone_5282,20.53,6.19,10.42,33
Drone_5282,90.16,30.31,12.08,34
Drone_5282,54.88,98.79,0.75,35
Drone_5282,5.53,17.26,0.33,36
Drone_5282,33.47,74.65,0.63,37
Drone_5283,87.6,43.95,1.29,99
Drone_5283,16.39,2.82,6.46,100
Drone_5283,31.15,48.9,4.5,101
Drone_5283,40.67,96.0,4.62,102
Drone_5283,91.87,20.74,17.62,103
Drone_5284,33.06,77.7,11.9,43
Drone_5284,3.0,16.73,11.94,44
Drone_5284,27.63,19.75,0.56,45
Drone_5284,24.09,92.48,0.48,46
Drone_5284,32.79,74.26,16.1,47
Drone_5285,77.92,5.7,3.47,86
Drone_5285,52.64,45.59,17.49,87
Drone_5285,62.08,74.68,10.3,88
Drone_5285,53.71,37.55,7.45,89
Drone_5285,28.01,24.2,15.09,90
Drone_5286,99.15,55.39,4.44,23
Drone_5286,34.67,93.66,10.47,24
Drone_5286,50.18,59.92,3.24,25
Drone_5286,51.93,98.18,8.01,26
Drone_5286,63.02,14.07,6.49,27
Drone_5287,18.24,86.86,17.6,40
Drone_5287,44.59,49.2,6.25,41
Drone_5287,79.83,33.46,14.61,42
Drone_5287,81.12,9.28,10.9,43
Drone_5287,52.87,57.5,16.92,44
Drone_5288,99.4,95.91,0.96,64
Drone_5288,14.46,62.04,9.72,65
Drone_5288,99.11,47.64,6.36,66
Drone_5288,67.73,68.98,16.44,67
Drone_5288,40.31,66.84,12.57,68
Drone_5289,76.21,61.95,1.19,56
Drone_5289,83.7,13.89,16.84,57
Drone_5289,93.78,46.41,6.14,58
Drone_5289,35.26,41.77,2.27,59
Drone_5289,16.98,35.95,4.38,60
Drone_5290,53.86,19.14,14.61,51
Drone_5290,87.75,47.41,8.63,52
Drone_5290,15.26,4.0,11.9,53
Drone_5290,12.41,85.89,5.07,54
Drone_5290,65.52,44.05,3.1,55
Drone_5291,35.78,73.99,1.95,66
Drone_5291,48.79,27.03,14.7,67
Drone_5291,3.3,51.66,1.95,68
Drone_5291,2.18,63.65,10.28,69
Drone_5291,29.27,49.95,19.82,70
Drone_5292,91.73,24.26,6.61,45
Drone_5292,35.36,11.26,12.65,46
Drone_5292,50.42,89.0,13.06,47
Drone_5292,8.16,93.25,9.24,48
Drone_5292,7.43,32.15,10.75,49
Drone_5293,63.53,37.73,8.65,9
Drone_5293,30.02,89.68,12.59,10
Drone_5293,56.65,91.91,7.92,11
Drone_5293,93.67,64.43,8.57,12
Drone_5293,7.34,66.22,17.52,13
Drone_5294,24.3,37.5,14.55,99
Drone_5294,39.85,96.73,19.27,100
Drone_5294,48.68,24.78,12.87,101
Drone_5294,93.75,85.38,13.26,102
Drone_5294,81.77,12.21,13.47,103
Drone_5295,15.44,94.81,16.02,3
Drone_5295,44.75,47.11,7.38,4
Drone_5295,74.12,73.01,15.96,5
Drone_5295,53.33,7.24,16.41,6
Drone_5295,73.3,20.26,7.4,7
Drone_5296,41.04,52.33,19.81,0
Drone_5296,74.08,65.44,0.33,1
Drone_5296,54.48,83.94,18.29,2
Drone_5296,20.95,48.99,19.0,3
Drone_5296,45.31,34.07,2.33,4
Drone_5297,40.06,20.08,16.74,100
Drone_5297,55.83,85.13,3.29,101
Drone_5297,18.78,35.97,14.43,102
Drone_5297,1.24,80.02,0.9,103
Drone_5297,74.1,14.35,5.71,104
Drone_5298,27.45,46.89,5.82,57
Drone_5298,57.18,76.25,12.69,58
Drone_5298,87.86,47.69,19.8,59
Drone_5298,74.48,96.43,18.88,60
Drone_5298,39.01,96.17,2.19,61
Drone_5299,43.38,81.62,1.64,94
Drone_5299,39.66,73.87,16.87,95
Drone_5299,48.1,51.54,9.27,96
Drone_5299,75.25,75.74,0.64,97
Drone_5299,44.74,16.32,6.61,98
Drone_5300,46.87,86.51,10.48,17
Drone_5300,66.18,58.81,10.16,18
Drone_5300,16.22,43.82,19.26,19
Drone_5300,2.8,58.86,19.9,20
Drone_5300,14.92,91.44,13.48,21
Drone_5301,21.09,43.69,18.19,27
Drone_5301,23.12,1.85,9.25,28
Drone_5301,35.17,52.37,2.3,29
Drone_5301,21.24,48.39,11.89,30
Drone_5301,91.44,91.63,18.04,31
Drone_5302,86.45,51.89,0.62,20
Drone_5302,58.26,35.36,5.51,21
Drone_5302,58.91,75.9,19.52,22
Drone_5302,15.13,30.76,10.16,23
Drone_5302,62.97,58.49,16.61,24
Drone_5303,94.64,9.9,2.64,16
Drone_5303,18.03,81.77,8.87,17
Drone_5303,79.83,47.69,14.45,18
Drone_5303,57.91,28.88,9.26,19
Drone_5303,8.81,80.95,7.61,20
Drone_5304,73.62,8.3,6.31,6
Drone_5304,40.87,37.8,3.0,7
Drone_5304,70.58,47.49,9.76,8
Drone_5304,87.13,81.97,7.16,9
Drone_5304,55.31,88.82,10.84,10
Drone_5305,59.46,9.5,0.75,51
Drone_5305,82.12,38.92,5.88,52
Drone_5305,40.87,83.37,5.99,53
Drone_5305,19.72,88.56,10.88,54
Drone_5305,29.42,97.21,15.44,55
Drone_5306,67.63,61.63,11.14,82
Drone_5306,5.91,26.6,12.24,83
Drone_5306,47.38,90.9,1.79,84
Drone_5306,5.48,36.9,16.66,85
Drone_5306,18.71,76.23,2.81,86
Drone_5307,57.23,67.49,1.0,50
Drone_5307,82.63,91.62,6.36,51
Drone_5307,3.67,54.52,14.44,52
Drone_5307,35.22,54.88,5.12,53
Drone_5307,46.73,35.59,18.75,54
Drone_5308,22.04,38.54,14.7,9
Drone_5308,56.34,65.75,4.43,10
Drone_5308,98.34,67.29,9.7,11
Drone_5308,33.76,51.07,9.9,12
Drone_5308,69.25,29.62,17.95,13
Drone_5309,11.8,97.88,7.13,20
Drone_5309,41.41,70.13,18.55,21
Drone_5309,43.32,54.5,3.28,22
Drone_5309,0.9,24.68,3.04,23
Drone_5309,19.6,36.98,10.91,24
